ID,SKU,Nombre,Descripción corta,Descripción,Precio,Categorías,Clase de envío,Imágenes
497,231,Mochila para laptop con cadado,"Medida: 30x44cm.

Lleva fácilmente tus suministros con esta mochila de viaje para laptop adecuada para la escuela el trabajo o los viajes.","Medida: 30x44cm.

Lleva fácilmente tus suministros con esta mochila de viaje para laptop adecuada para la escuela el trabajo o los viajes.",145,Librería,CHARLIE,/assets/images/products/Mochila-para-laptop-con-cadado.webp
498,232,Masajeador de silicona para ducha color Turquesa,Longitud 30 pulgadas ancho 4 pulgadas más ligero de usar sin presión el limpiador de silicona para la parte trasera del cuerpo tiene buena elasticidad y ductilidad limpieza de 360 grados.,Longitud 30 pulgadas ancho 4 pulgadas más ligero de usar sin presión el limpiador de silicona para la parte trasera del cuerpo tiene buena elasticidad y ductilidad limpieza de 360 grados. Exfoliante de espalda para ducha de doble cara efecto de doble cara un lado para crear más espuma ayuda a exfoliar suavemente fácil de limpiar tu cuerpo. El otro lado para masaje de piel para promover la circulación sanguínea,25,Hogar,CHARLIE,/assets/images/products/Masajeador-de-silicona-para-ducha-color-Turquesa.webp
499,233,Gorro de silicona para duchar bebé - color rosado,Gorro protector para oídos y evitar el shampoo en ojos.,Gorro protector para oídos y evitar el shampoo en ojos.,25,bebé,CHARLIE,/assets/images/products/Gorro-de-silicona-para-duchar-bebe-color-rosado.webp
500,234,Gorro de silicona para duchar bebé - color celeste,Gorro protector para oídos y evitar el shampoo en ojos.,Gorro protector para oídos y evitar el shampoo en ojos.,25,bebé,CHARLIE,/assets/images/products/Gorro-de-silicona-para-duchar-bebe-color-celeste.webp
501,235,Duo de Platos para mascota - 18cm,Media docena de platos con antideslizante,Media docena de platos con antideslizante,55,Mascotas,CHARLIE,/assets/images/products/Duo-de-Platos-para-mascota-18cm.webp
502,236,Duo de mordedores de silicona para bebes diseño jirafa,Colores surtidos,Colores surtidos,55,bebé,CHARLIE,/assets/images/products/Duo-de-mordedores-de-silicona-para-bebes-diseno-jirafa.webp
503,237,Duo de Jaboneras plásticas forma de Zanahoria,Colores: verde y blanco,Colores: verde y blanco,25,Hogar,CHARLIE,/assets/images/products/Duo-de-Jaboneras-plasticas-forma-de-Zanahoria.webp
504,238,Duo de Jaboneras plásticas,"Incluyen su ventosa.
Colores disponibles: azul y blanco","Incluyen su ventosa.
Colores disponibles: azul y blanco",25,Hogar,CHARLIE,/assets/images/products/Duo-de-Jaboneras-plasticas.webp
505,239,Duo de Antifaz de gel para reducir Ojeras - Diseño Naranjas,Antifaz de silicona para ojos de compresión fría de verano: te proporciona una sensación fresca en el verano caluroso alivia la fatiga ocular y te permite dormir cómodamente.,Antifaz de silicona para ojos de compresión fría de verano: te proporciona una sensación fresca en el verano caluroso alivia la fatiga ocular y te permite dormir cómodamente.,25,estilo,CHARLIE,/assets/images/products/Duo-de-Antifaz-de-gel-para-reducir-Ojeras-Diseno-Naranjas.webp
506,240,Duo de Antifaz de gel para reducir Ojeras - Diseño Sandías,Antifaz de gel para ojos de compresión fría de verano: te proporciona una sensación fresca en el verano caluroso alivia la fatiga ocular y te permite dormir cómodamente.,Antifaz de gel para ojos de compresión fría de verano: te proporciona una sensación fresca en el verano caluroso alivia la fatiga ocular y te permite dormir cómodamente.,25,estilo,CHARLIE,/assets/images/products/Duo-de-Antifaz-de-gel-para-reducir-Ojeras-Diseno-Sandias.webp
507,241,Duo de Antifaz de gel para reducir Ojeras - Diseño Kiwi,Antifaz de silicona para ojos de compresión fría de verano: te proporciona una sensación fresca en el verano caluroso alivia la fatiga ocular y te permite dormir cómodamente.,Antifaz de silicona para ojos de compresión fría de verano: te proporciona una sensación fresca en el verano caluroso alivia la fatiga ocular y te permite dormir cómodamente.,25,estilo,CHARLIE,/assets/images/products/Duo-de-Antifaz-de-gel-para-reducir-Ojeras-Diseno-Kiwi.webp
508,242,Cangurera tela Dacron color turquesa,Cangurera con 3 compartimentos cinturón ajustable,Cangurera con 3 compartimentos cinturón ajustable,45,Deportes estilo,CHARLIE,/assets/images/products/Cangurera-tela-Dacron-color-turquesa.webp
509,243,Cangurera tela Dacron color purpura,Cangurera con 3 compartimentos cinturón ajustable,Cangurera con 3 compartimentos cinturón ajustable,45,Deportes estilo,CHARLIE,/assets/images/products/Cangurera-tela-Dacron-color-purpura.webp
510,244,4 Pares de punteras de gel para zapatos,Minimizan el espacio entre el pie y el zapato tienen efecto de amortiguación masaje y antideslizantes. Ideales para tacones y funcionan también en zapatos bajos,Minimizan el espacio entre el pie y el zapato tienen efecto de amortiguación masaje y antideslizantes. Ideales para tacones y funcionan también en zapatos bajos,25,accesorios,CHARLIE,/assets/images/products/4-Pares-de-punteras-de-gel-para-zapatos.webp
511,245,2 Hojas de Stickers para etiquetar Frascos,2 Hojas con 8 etiquetas cada una,2 Hojas con 8 etiquetas cada una,25,Librería,CHARLIE,/assets/images/products/2-Hojas-de-Stickers-para-etiquetar-Frascos.webp
512,246,1 Estante plastico color negro,"Medidas: 45x30cm.
2 niveles.","Medidas: 45x30cm.
2 niveles.",99,Hogar,CHARLIE,/assets/images/products/1-Estante-plastico-color-negro.webp
553,247,Ventilador enfriador de aire,Ventilador Enfriador De Aire Portátil 3 En 1 Rectangular,Ventilador Enfriador De Aire Portátil 3 En 1 Rectangular,99,Hogar,GRUPO BLUE,/assets/images/products/Ventilador-enfriador-de-aire.webp
554,248,Tina Plegable,"🛀🏼Tina Plegable🛀🏼

Características:

✅ Bañera plegable.
✅ Soporta hasta 180 litros de agua.
✅ Tubo de drenaje.
✅ Cojín relleno de agua

En un mundo donde el relax y el autocuidado son esenciales encontrar un espacio para relajarse y disfrutar de momentos de tranquilidad es crucial. ","🛀🏼Tina Plegable🛀🏼

Características:

✅ Bañera plegable.
✅ Soporta hasta 180 litros de agua.
✅ Tubo de drenaje.
✅ Cojín relleno de agua

En un mundo donde el relax y el autocuidado son esenciales encontrar un espacio para relajarse y disfrutar de momentos de tranquilidad es crucial. 
Nuestra bañera está diseñada pensando en la practicidad y la comodidad. La bañera plegable se puede plegar y almacenar fácilmente cuando no está en uso lo que la hace conveniente para viajes o entornos de espacio limitado se puede plegar y guardar sin esfuerzo ahorrando un valioso espacio en su baño.
Antes de usar la bañera asegúrese de que los alrededores y el suelo estén limpios y seguros.",400,Hogar,GRUPO BLUE,/assets/images/products/Tina-Plegable.webp
555,249,Tabla para Picar 4 en 1,"🥦🥗Tabla para Picar 4 en 1🥦🥗

Características:

✅ Flexible Antideslizante
✅ Plegable
✅ Plástico
","🥦🥗Tabla para Picar 4 en 1🥦🥗

Características:

✅ Flexible Antideslizante
✅ Plegable
✅ Plástico

Multifunción 4 en 1: la cesta del fregadero funciona perfectamente como tabla de cortar para picar/cortar verduras frutas y carne se puede utilizar como un plato plegable para lavar platos o alimentos se puede utilizar como un colador plegable para lavar y drenar todo tipo de frutas verduras y hojas de ensalada también puede ser una cesta de almacenamiento para almacenar tipos de alimentos y bebidas glaseadas en casillero o refrigerador.",150,Hogar,GRUPO BLUE,/assets/images/products/Tabla-para-Picar-4-en-1.webp
556,250,Suero Facial 20 ml,El *Suero Facial de Billion Beauty* es un tratamiento ligero y efectivo que hidrata y revitaliza la piel. Su fórmula especializada ayuda a mejorar la apariencia de la piel dejándola fresca y luminosa.,El *Suero Facial de Billion Beauty* es un tratamiento ligero y efectivo que hidrata y revitaliza la piel. Su fórmula especializada ayuda a mejorar la apariencia de la piel dejándola fresca y luminosa.,200,Belleza,GRUPO BLUE,/assets/images/products/Suero-Facial-20-ml.webp
557,251,Spray impermeabilizante,"Tapa goteras

🛡️ Crea un recubrimiento protector que sella grietas y goteras
🏠 Perfecto para aplicar en canaletas techos fisuras y ranuras.","Tapa goteras

🛡️ Crea un recubrimiento protector que sella grietas y goteras
🏠 Perfecto para aplicar en canaletas techos fisuras y ranuras.
🚀Resuelve el problema de las goteras en segundos gracias a su fórmula en spray.
Evita la filtración de líquidos y protege contra la corrosión y el óxido...",60,Ferretería,GRUPO BLUE,/assets/images/products/Spray-impermeabilizante.webp
558,252,Spray desengrasante,Limpiador de hornos y parrillas Herios HM007 450 ml,"Limpiador de hornos y parrillas Herios HM007 450 ml

Limpiador de hornos y parrillas Herios HM007 450 ml

Sin humo
Aroma fresco a limón
Elimina restos de comida y grasa
quemadas Limpieza de manchas

Capacidad: 450 ml
Aplicación: hornos asadores y parrillas de barbacoa",49,Hogar,GRUPO BLUE,/assets/images/products/Spray-desengrasante.webp
559,253,Shampoo KARSSELL 800ml,Un shampoo hidratante con esencia de macadamia para cabello procesado está formulado especialmente para abordar las necesidades del cabello que ha sido sometido a tratamientos químicos como teñido alisado o permanentes. Diseñado para proporcionar hidratación y restauración a cabellos que pueden estar secos dañados o debilitados debido a estos procesos.,Un shampoo hidratante con esencia de macadamia para cabello procesado está formulado especialmente para abordar las necesidades del cabello que ha sido sometido a tratamientos químicos como teñido alisado o permanentes. Diseñado para proporcionar hidratación y restauración a cabellos que pueden estar secos dañados o debilitados debido a estos procesos.,300,Belleza,GRUPO BLUE,/assets/images/products/Shampoo-KARSSELL-800ml.webp
560,254,Shampoo Color Hair,"'- Shampoo de tinte para el cabello de 250 ml.
- Shampoo de tinte para el cabello castaño instantáneo
","'- Shampoo de tinte para el cabello de 250 ml.
- Shampoo de tinte para el cabello castaño instantáneo
- Fácil de usar dura 30 días-rápido que actúa ingredientes naturales para las mujeres y hombres. 
- El extracto de hierbas naturales y suaves fortalecerá las fibras del cabello desde adentro hacia afuera y nutrirá profundamente su cuero cabelludo con un efecto efectivo de reparación del cabello dejando su cabello brillante suave y liso sin ningún efecto secundario antialérgico y no irritante para evitar causar cualquier estimulación o daño a su cabello. 
- Fácil de operar para el tinte de cabello negro instantáneo solo use los guantes apriete el champú sobre el cabello mojado y frote durante unos minutos y finalmente limpie con agua al igual que con el champú normal. 
- Ahorro de tiempo y ahorro de costes para cubrir el cabello blanco de forma natural para el efecto de teñido del cabello de larga duración sin necesidad de ir a la peluquería con frecuencia.",55,Belleza,GRUPO BLUE,/assets/images/products/Shampoo-Color-Hair.webp
561,255,Shampoo Castaño Hair,"'- Shampoo de tinte para el cabello de 400 ml.
- Shampoo de tinte para el cabello café instantáneo
- Fácil de usar dura 30 días-rápido que actúa ingredientes naturales para las mujeres y hombres.","'- Shampoo de tinte para el cabello de 400 ml.
- Shampoo de tinte para el cabello café instantáneo
- Fácil de usar dura 30 días-rápido que actúa ingredientes naturales para las mujeres y hombres.
- El extracto de hierbas naturales y suaves fortalecerá las fibras del cabello desde adentro hacia afuera y nutrirá profundamente su cuero cabelludo con un efecto efectivo de reparación del cabello dejando su cabello brillante suave y liso sin ningún efecto secundario antialérgico y no irritante para evitar causar cualquier estimulación o daño a su cabello.
- Fácil de operar para el tinte de cabello negro instantáneo solo use los guantes apriete el champú sobre el cabello mojado y frote durante unos minutos y finalmente limpie con agua al igual que con el champú normal.
- Ahorro de tiempo y ahorro de costes para cubrir el cabello blanco de forma natural para el efecto de teñido del cabello de larga duración sin necesidad de ir a la peluquería con frecuencia.",65,Belleza,GRUPO BLUE,/assets/images/products/Shampoo-Castano-Hair.webp
562,256,Set de Cuchillos,"🍴Set de Cuchillos🍴

Características:

✅ Cuchillas ultra afiladas.
✅ Mango ligero y antideslizante.","🍴Set de Cuchillos🍴

Características:

✅ Cuchillas ultra afiladas.
✅ Mango ligero y antideslizante.

Set de cuchillos de colores pasteles lindo diseño para tu cocina incluye 4 cuchillos Un cuchillo tipo machete de cocina un cuchillo de cocina un cuchillo tipo serrucho un cuchillo pequeño un pelador y una tijera. Ideal para cortar frutas verduras pollo carnes pan etc.",150,Hogar,GRUPO BLUE,/assets/images/products/Set-de-Cuchillos.webp
563,257,Restaurador de plastico,"Restaurador de plasticos

✅ Duración prolongada: Efecto que se mantiene de 2 a 3 años con una sola aplicación.","Restaurador de plasticos

✅ Duración prolongada: Efecto que se mantiene de 2 a 3 años con una sola aplicación.
✅ Fácil de aplicar: Viene con una esponja especial para aplicar sin complicaciones y sin goteo.
✅ A prueba de agua y rayos UV: Protección completa contra decoloración y manchas causadas por el sol y la lluvia.
✅Protección avanzada contra el clima : Su tecnología de recubrimiento activo protege contra el sol la lluvia y la suciedad.
✅Restaura el color original : Recupera la apariencia original de los plasticos devolviéndoles un color profundo y vibrante.",150,Ferretería,GRUPO BLUE,/assets/images/products/Restaurador-de-plastico.webp
564,258,Parches para Ojeras CQK,"Parches para ojeras con colageno CQK

Parches para ojeras con colageno de CQK que ayudan a reducir la apariencia de las ojeras y las bolsas bajo los ojos. Su fórmula nutritiva y refrescante revitaliza la piel delicada de la zona ocular dejándola más firme y luminosa.","Parches para ojeras con colageno CQK

Parches para ojeras con colageno de CQK que ayudan a reducir la apariencia de las ojeras y las bolsas bajo los ojos. Su fórmula nutritiva y refrescante revitaliza la piel delicada de la zona ocular dejándola más firme y luminosa.",200,Belleza,GRUPO BLUE,/assets/images/products/Parches-para-Ojeras-CQK.webp
565,259,Organizador de Huevos,ESTANTE DE HUEVOS DE DOBLE CAPA AHORRO DE ESPACIO: Este contenedor de huevos puede contener 14 huevos simultáneamente es de tamaño compacto tiene un tamaño pequeño y puede ahorrar espacio de manera efectiva en el refrigerador.,ESTANTE DE HUEVOS DE DOBLE CAPA AHORRO DE ESPACIO: Este contenedor de huevos puede contener 14 huevos simultáneamente es de tamaño compacto tiene un tamaño pequeño y puede ahorrar espacio de manera efectiva en el refrigerador.,200,Hogar,GRUPO BLUE,/assets/images/products/Organizador-de-Huevos.webp
